timestamp,type,key,latency_ms,version,stale_read,db_type,write_pct
2026-04-03T20:50:17.709084-07:00,read,key-5,15.765,20,false,leader-w5r1,50
2026-04-03T20:50:17.709104-07:00,read,key-3,15.754,31,false,leader-w5r1,50
2026-04-03T20:50:17.709195-07:00,read,key-3,15.664,31,false,leader-w5r1,50
2026-04-03T20:50:17.709167-07:00,read,key-3,15.700,31,false,leader-w5r1,50
2026-04-03T20:50:17.70915-07:00,read,key-1,15.720,24,false,leader-w5r1,50
2026-04-03T20:50:17.708902-07:00,read,key-5,15.976,20,false,leader-w5r1,50
2026-04-03T20:50:17.709185-07:00,read,key-8,15.784,35,false,leader-w5r1,50
2026-04-03T20:50:17.709084-07:00,read,key-8,15.933,35,false,leader-w5r1,50
2026-04-03T20:50:17.709022-07:00,read,key-8,16.446,36,false,leader-w5r1,50
2026-04-03T20:50:17.708989-07:00,read,key-9,16.485,18,false,leader-w5r1,50
2026-04-03T20:50:17.724859-07:00,read,key-5,1.476,20,false,leader-w5r1,50
2026-04-03T20:50:17.72488-07:00,read,key-7,1.488,19,false,leader-w5r1,50
2026-04-03T20:50:17.724868-07:00,read,key-7,1.526,19,false,leader-w5r1,50
2026-04-03T20:50:17.725018-07:00,read,key-5,1.393,20,false,leader-w5r1,50
2026-04-03T20:50:17.708916-07:00,write,key-5,832.183,21,false,leader-w5r1,50
2026-04-03T20:50:17.724939-07:00,write,key-2,816.587,20,false,leader-w5r1,50
2026-04-03T20:50:17.709034-07:00,write,key-7,832.552,20,false,leader-w5r1,50
2026-04-03T20:50:17.708939-07:00,write,key-3,832.733,32,false,leader-w5r1,50
2026-04-03T20:50:17.709079-07:00,write,key-8,832.652,36,false,leader-w5r1,50
2026-04-03T20:50:17.709194-07:00,write,key-6,832.621,23,false,leader-w5r1,50
2026-04-03T20:50:17.726395-07:00,write,key-0,815.456,17,false,leader-w5r1,50
2026-04-03T20:50:17.724863-07:00,write,key-6,817.066,26,false,leader-w5r1,50
2026-04-03T20:50:17.725476-07:00,write,key-1,816.653,25,false,leader-w5r1,50
2026-04-03T20:50:17.709146-07:00,write,key-6,833.018,25,false,leader-w5r1,50
2026-04-03T20:50:17.725473-07:00,write,key-4,816.723,25,false,leader-w5r1,50
2026-04-03T20:50:17.726337-07:00,write,key-5,816.002,22,false,leader-w5r1,50
